                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     81,                0.72039,                0.44214,                 1.0055,                0.78162,                0.67568,                0.72793,                0.39714,                 1.6001,                 1.3537,                 1.7839,               0.000104,               0.000104,               0.000104
                     82,                0.74299,                0.44854,                 1.0128,                0.72911,                 0.7027,                0.72973,                0.39672,                 1.6512,                 1.3345,                 1.8252,              9.905e-05,              9.905e-05,              9.905e-05
                     83,                0.75611,                0.45219,                 1.0037,                0.71766,                 0.7027,                0.73433,                0.38927,                 1.6804,                  1.297,                 1.8728,               9.41e-05,               9.41e-05,               9.41e-05
                     84,                0.70493,                0.43154,                 1.0122,                0.68987,                0.72158,                0.73505,                0.38539,                 1.7024,                 1.2874,                 1.9039,              8.915e-05,              8.915e-05,              8.915e-05
                     85,                0.66897,                0.42573,                 1.0123,                 0.6763,                 0.7027,                0.70111,                0.37073,                 1.6728,                 1.2331,                 1.8646,               8.42e-05,               8.42e-05,               8.42e-05
                     86,                0.69981,                0.42114,                0.97759,                0.73004,                0.67568,                0.69584,                0.37214,                 1.6596,                 1.2723,                 1.8369,              7.925e-05,              7.925e-05,              7.925e-05
                     87,                0.76972,                0.44253,                 1.0125,                0.70409,                0.67568,                0.69534,                0.37525,                 1.6456,                 1.3017,                 1.8325,               7.43e-05,               7.43e-05,               7.43e-05
                     88,                0.71437,                0.45051,                 0.9905,                0.71261,                 0.6703,                0.69949,                0.39161,                 1.6333,                 1.2581,                 1.8171,              6.935e-05,              6.935e-05,              6.935e-05
                     89,                0.69173,                0.42308,                0.97767,                0.69759,                0.67568,                0.71011,                0.40356,                 1.6101,                 1.2286,                 1.8057,               6.44e-05,               6.44e-05,               6.44e-05
                     90,                0.68909,                0.42602,                 1.0193,                0.72023,                0.67568,                0.71762,                0.39578,                 1.6137,                 1.2096,                 1.8384,              5.945e-05,              5.945e-05,              5.945e-05
                     91,                0.70359,                0.42935,                0.97827,                0.72147,                0.70014,                0.72479,                0.40023,                 1.6065,                  1.186,                 1.8511,               5.45e-05,               5.45e-05,               5.45e-05
                     92,                0.71118,                0.41363,                0.99601,                0.66851,                0.72973,                0.72696,                0.41222,                 1.6226,                  1.185,                 1.8673,              4.955e-05,              4.955e-05,              4.955e-05
                     93,                0.65405,                0.39438,                 0.9792,                  0.636,                0.78378,                0.74136,                0.41115,                 1.6242,                 1.2144,                  1.876,               4.46e-05,               4.46e-05,               4.46e-05
                     94,                0.67574,                0.40252,                0.98333,                0.65215,                0.78378,                0.72125,                0.40208,                 1.6106,                 1.2322,                 1.8893,              3.965e-05,              3.965e-05,              3.965e-05
                     95,                0.67651,                0.40437,                 0.9618,                0.65455,                0.78378,                0.71255,                0.39971,                 1.5936,                 1.2253,                 1.8774,               3.47e-05,               3.47e-05,               3.47e-05
                     96,                0.58873,                0.37638,                0.95659,                0.63732,                0.75676,                0.69695,                0.40689,                 1.5666,                 1.2514,                 1.8322,              2.975e-05,              2.975e-05,              2.975e-05
                     97,                0.65572,                0.38619,                0.98023,                0.65565,                0.78378,                0.70852,                0.40739,                 1.5692,                 1.2577,                  1.825,               2.48e-05,               2.48e-05,               2.48e-05
                     98,                0.64492,                0.37657,                0.95089,                0.65487,                0.78378,                0.70255,                0.40228,                 1.5729,                 1.2788,                 1.8232,              1.985e-05,              1.985e-05,              1.985e-05
                     99,                0.65336,                0.38794,                0.95317,                0.65372,                0.78378,                0.71056,                0.40729,                 1.5826,                 1.2929,                 1.8266,               1.49e-05,               1.49e-05,               1.49e-05
                    100,                0.63606,                0.38201,                0.95734,                 0.6586,                0.78378,                 0.7068,                0.40255,                 1.5821,                 1.3036,                 1.8242,               9.95e-06,               9.95e-06,               9.95e-06
