                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                0.98693,                0.78824,                 1.1527,                0.74182,                 0.7027,                0.69464,                 0.3533,                 1.7694,                 1.1768,                 1.8726,             0.00029925,             0.00029925,             0.00029925
                     75,                 1.0242,                0.78579,                 1.1328,                0.63108,                0.78378,                0.70605,                0.34933,                 1.7872,                 1.1658,                 1.8745,              0.0002965,              0.0002965,              0.0002965
                     76,                0.97414,                0.74795,                  1.141,                0.69544,                0.75676,                0.68031,                 0.3495,                 1.7646,                 1.2484,                 1.8437,             0.00029375,             0.00029375,             0.00029375
                     77,                  1.057,                 0.8045,                 1.1388,                0.73589,                0.75315,                0.69549,                0.35939,                 1.7518,                 1.2325,                 1.8439,               0.000291,               0.000291,               0.000291
                     78,                0.98553,                0.74094,                  1.116,                0.76881,                0.72973,                0.70998,                 0.3643,                 1.7954,                 1.1784,                 1.8654,             0.00028825,             0.00028825,             0.00028825
                     79,                0.94757,                0.75599,                 1.1279,                 0.7348,                0.75676,                0.69587,                0.36832,                 1.8052,                 1.2065,                 1.8587,              0.0002855,              0.0002855,              0.0002855
                     80,                 1.0038,                0.75309,                 1.1563,                0.67753,                0.75676,                0.66281,                0.35761,                 1.7422,                 1.2357,                 1.8199,             0.00028275,             0.00028275,             0.00028275
                     81,                0.94969,                0.72279,                 1.1222,                 0.6943,                 0.7027,                0.62502,                0.34183,                 1.7365,                 1.2738,                 1.7889,                0.00028,                0.00028,                0.00028
                     82,                0.97569,                 0.7605,                 1.1264,                0.69011,                0.67568,                0.67634,                0.35138,                 1.8017,                  1.278,                 1.8274,             0.00027725,             0.00027725,             0.00027725
                     83,                0.99173,                0.75356,                 1.1128,                0.68391,                 0.7027,                0.69978,                0.35932,                 1.7999,                 1.2679,                 1.8781,              0.0002745,              0.0002745,              0.0002745
                     84,                 0.9563,                0.74212,                 1.1328,                0.68056,                 0.7487,                0.68265,                 0.3644,                  1.768,                 1.2572,                  1.853,             0.00027175,             0.00027175,             0.00027175
                     85,                0.92399,                0.73001,                 1.1412,                0.72205,                0.72973,                 0.7067,                0.36235,                 1.7424,                 1.2263,                 1.8191,               0.000269,               0.000269,               0.000269
                     86,                0.94229,                0.71709,                 1.0991,                 0.7428,                0.72973,                 0.7057,                0.36711,                 1.6913,                  1.146,                 1.8036,             0.00026625,             0.00026625,             0.00026625
                     87,                 1.0081,                0.72777,                 1.1287,                0.67716,                0.72973,                0.69989,                0.36563,                 1.7039,                  1.168,                 1.7805,              0.0002635,              0.0002635,              0.0002635
                     88,                 0.9293,                0.72593,                 1.0917,                0.67371,                0.78131,                0.72726,                0.38737,                 1.6795,                 1.1029,                 1.7553,             0.00026075,             0.00026075,             0.00026075
                     89,                0.93869,                0.72092,                 1.0849,                0.66084,                0.81081,                0.75185,                0.38656,                 1.7164,                 1.1533,                 1.8141,               0.000258,               0.000258,               0.000258
                     90,                0.90893,                0.71823,                  1.113,                0.74196,                0.75676,                0.74048,                0.38134,                 1.7857,                 1.1845,                 1.8968,             0.00025525,             0.00025525,             0.00025525
                     91,                0.90889,                0.68854,                 1.0868,                0.79145,                0.71816,                0.73716,                0.37184,                 1.7924,                 1.2405,                 1.9066,              0.0002525,              0.0002525,              0.0002525
                     92,                0.84813,                0.70939,                 1.1133,                0.81183,                 0.6997,                0.72944,                0.35967,                 1.8033,                 1.2504,                 1.9143,             0.00024975,             0.00024975,             0.00024975
                     93,                0.96938,                0.72518,                 1.1171,                 0.8107,                 0.7027,                 0.7372,                0.35922,                 1.8175,                 1.2339,                 1.9238,               0.000247,               0.000247,               0.000247
                     94,                 0.9534,                0.68639,                 1.0957,                 0.7488,                 0.7252,                0.74541,                0.36808,                  1.787,                 1.2071,                 1.8708,             0.00024425,             0.00024425,             0.00024425
                     95,                 0.9145,                0.67902,                 1.1021,                0.66113,                0.78378,                0.74467,                0.39102,                 1.7697,                 1.2482,                 1.8414,              0.0002415,              0.0002415,              0.0002415
                     96,                0.88544,                0.68229,                 1.0956,                0.63366,                0.81081,                0.76154,                0.41356,                 1.6972,                 1.2099,                 1.8229,             0.00023875,             0.00023875,             0.00023875
                     97,                0.95171,                0.71507,                 1.1079,                 0.6929,                0.75676,                0.73694,                0.39412,                 1.7003,                 1.2003,                 1.8277,               0.000236,               0.000236,               0.000236
                     98,                0.92369,                  0.717,                 1.1213,                0.70648,                0.75676,                0.69538,                0.37949,                 1.7289,                 1.2163,                 1.8041,             0.00023325,             0.00023325,             0.00023325
                     99,                0.96547,                0.73093,                 1.1203,                0.70697,                0.72973,                0.67381,                0.36312,                  1.718,                 1.2587,                 1.7822,              0.0002305,              0.0002305,              0.0002305
                    100,                0.88723,                0.66678,                 1.0713,                0.68854,                0.72973,                0.65125,                0.35531,                 1.7189,                 1.3226,                 1.7768,             0.00022775,             0.00022775,             0.00022775
                    101,                0.96116,                0.71111,                 1.1028,                0.70336,                0.72973,                  0.686,                0.36918,                 1.7417,                 1.3042,                 1.8075,               0.000225,               0.000225,               0.000225
                    102,                0.94186,                0.69197,                 1.0959,                0.81104,                0.62162,                0.71258,                 0.3455,                 1.8066,                 1.3312,                 1.9099,             0.00022225,             0.00022225,             0.00022225
                    103,                0.91227,                0.67891,                 1.1027,                0.73377,                 0.7027,                0.69333,                0.34751,                 1.8089,                 1.2871,                 1.9285,              0.0002195,              0.0002195,              0.0002195
                    104,                0.89779,                0.68223,                 1.0867,                0.72489,                 0.7027,                0.68001,                0.33684,                 1.8438,                 1.3072,                 1.9119,             0.00021675,             0.00021675,             0.00021675
                    105,                0.93471,                0.67747,                 1.0814,                0.73065,                 0.7027,                 0.6881,                0.34882,                 1.7949,                 1.3184,                 1.8838,               0.000214,               0.000214,               0.000214
                    106,                 0.9014,                0.67023,                  1.082,                0.72776,                0.72263,                0.68617,                0.36408,                 1.7293,                 1.3318,                 1.8447,             0.00021125,             0.00021125,             0.00021125
                    107,                0.88402,                0.65634,                 1.0696,                0.69925,                0.75411,                0.70397,                0.37174,                 1.7238,                 1.3563,                   1.83,              0.0002085,              0.0002085,              0.0002085
                    108,                0.93023,                0.68486,                 1.0819,                0.72773,                0.72255,                0.73099,                0.38601,                 1.7325,                 1.2903,                 1.8714,             0.00020575,             0.00020575,             0.00020575
                    109,                0.84263,                0.64645,                 1.0655,                0.72061,                0.76698,                0.71763,                0.37608,                 1.7275,                 1.2093,                 1.8603,               0.000203,               0.000203,               0.000203
                    110,                0.89297,                0.66389,                 1.0773,                0.70462,                0.78378,                0.73267,                0.37312,                  1.796,                 1.2209,                 1.9158,             0.00020025,             0.00020025,             0.00020025
                    111,                0.85323,                0.63143,                 1.0508,                0.72732,                0.72973,                0.71789,                0.34612,                 1.8466,                 1.2777,                 1.9831,              0.0001975,              0.0001975,              0.0001975
                    112,                0.84501,                0.64553,                 1.0906,                 0.7954,                0.64865,                0.73705,                0.36761,                 1.7255,                 1.2604,                 1.9161,             0.00019475,             0.00019475,             0.00019475
