                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.2881,                 1.0475,                 1.2973,                0.72791,                0.72317,                0.71609,                0.38189,                 1.6803,                 1.1961,                 1.7238,             0.00029581,             0.00029581,             0.00029581
                     35,                 1.2616,                 1.0563,                 1.2869,                0.73159,                0.67568,                0.68123,                0.36775,                  1.651,                 1.1805,                 1.6875,             0.00028962,             0.00028962,             0.00028962
                     36,                 1.1769,                 1.0427,                 1.2895,                0.81469,                0.64865,                0.72051,                0.39489,                 1.6421,                 1.1569,                 1.7106,             0.00028344,             0.00028344,             0.00028344
                     37,                 1.1784,                 1.0175,                 1.2586,                0.66842,                 0.7084,                0.71228,                0.37886,                 1.7192,                 1.1928,                 1.7732,             0.00027725,             0.00027725,             0.00027725
                     38,                 1.2559,                 1.0138,                 1.2886,                0.62943,                0.81081,                0.70263,                0.39276,                 1.6724,                 1.1747,                 1.7514,             0.00027106,             0.00027106,             0.00027106
                     39,                 1.2173,                  1.022,                 1.2793,                0.71262,                0.83784,                0.72369,                0.40949,                 1.6082,                  1.152,                  1.701,             0.00026488,             0.00026488,             0.00026488
                     40,                 1.1916,                0.94477,                 1.2476,                0.71918,                0.78378,                0.71318,                0.40915,                 1.5202,                 1.1598,                 1.5867,             0.00025869,             0.00025869,             0.00025869
                     41,                 1.2456,                 0.9851,                 1.2481,                0.69593,                0.78378,                0.70041,                0.39458,                 1.5555,                 1.1932,                 1.6308,              0.0002525,              0.0002525,              0.0002525
                     42,                 1.3165,                0.99399,                  1.265,                0.73592,                0.75676,                0.70108,                0.38588,                 1.6114,                 1.1661,                 1.7117,             0.00024631,             0.00024631,             0.00024631
                     43,                 1.2236,                0.96744,                 1.2795,                0.70628,                0.78378,                0.74965,                0.41305,                 1.6408,                 1.1254,                 1.7327,             0.00024013,             0.00024013,             0.00024013
                     44,                  1.214,                0.97594,                 1.2456,                0.68104,                0.75032,                0.76875,                0.43972,                 1.6168,                  1.122,                 1.6903,             0.00023394,             0.00023394,             0.00023394
                     45,                 1.2118,                 0.9569,                 1.2292,                0.71673,                0.75231,                0.77426,                0.44142,                  1.594,                 1.1209,                 1.6594,             0.00022775,             0.00022775,             0.00022775
